Population ID (Patch ID),Actual Population ID,Plant #,"Pollinia Removed (Inflorescence 1, Flower 1)","Pollinia Removed (Inflorescence 1, Flower 2)","Pollinia Removed (Inflorescence 1, Flower 3)","Pollinia Removed (Inflorescence 2, Flower 1)","Pollinia Removed (Inflorescence 2, Flower 2)","Pollinia Removed (Inflorescence 2, Flower 3)","Pollinia Removed (Inflorescence 3, Flower 1)","Pollinia Removed (Inflorescence 3, Flower 2)","Pollinia Removed (Inflorescence 3, Flower 3)",Area (sq m),Plants Present,Weevil Attack/Eggs,2011 NLCD Land Use/Land Cover within 200 m,Notes,"Population Age Stage (Early, Middle, Late)",Pods Seen,Date Found,Latitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Date Revisited,Height (cm),Pods Produced,Peduncles,Leaf collected?,"Leaf collected? 1 = yes, 0 = no",Seeds collected?,"Seeds collected? 1 = yes, 0 = no",Notes
AS050,MW037,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,70,30,N,"Developed, Medium Intensity
Developed, Open Space","Lindsay's first day in field. She took over for Samreen starting today. Young plants, no inflorescences. 64/62 Golfwood Heights.",Not sure,0,7/23/2018,43.702158,-79.543737,,,,,,,,,,,9/12/2018,70,0,1,yes,1,no,0,"all less than 3 m apart, taken from house 62 with permission; no access to house 64 because nobody answered (no pods though)"
AS050,MW037,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,70,30,N,"Developed, Medium Intensity
Developed, Open Space","Lindsay's first day in field. She took over for Samreen starting today. Young plants, no inflorescences. 64/62 Golfwood Heights.",Not sure,0,7/23/2018,43.702158,-79.543737,,,,,,,,,,,9/12/2018,61,0,0,yes,1,no,0,"all less than 3 m apart, taken from house 62 with permission; no access to house 64 because nobody answered (no pods though)"
AS050,MW037,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,70,30,N,"Developed, Medium Intensity
Developed, Open Space","Lindsay's first day in field. She took over for Samreen starting today. Young plants, no inflorescences. 64/62 Golfwood Heights.",Not sure,0,7/23/2018,43.702158,-79.543737,,,,,,,,,,,9/12/2018,90,0,0,yes,1,no,0,"all less than 3 m apart, taken from house 62 with permission; no access to house 64 because nobody answered (no pods though)"
AS050,MW037,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,70,30,N,"Developed, Medium Intensity
Developed, Open Space","Lindsay's first day in field. She took over for Samreen starting today. Young plants, no inflorescences. 64/62 Golfwood Heights.",Not sure,0,7/23/2018,43.702158,-79.543737,,,,,,,,,,,9/12/2018,46,0,0,yes,1,no,0,"all less than 3 m apart, taken from house 62 with permission; no access to house 64 because nobody answered (no pods though)"
AS051,MW038,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,16,12,N,"Developed, Medium Intensity
Developed, Open Space
Developed, High Intensity",,Late,1,7/23/2018,43.701032,-79.549473,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,nobody answered door
AS051,MW038,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,16,12,N,"Developed, Medium Intensity
Developed, Open Space
Developed, High Intensity",,Late,0,7/23/2018,43.701032,-79.549473,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,nobody answered door
AS051,MW038,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,16,12,N,"Developed, Medium Intensity
Developed, Open Space
Developed, High Intensity",,Late,3,7/23/2018,43.701032,-79.549473,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,nobody answered door
AS051,MW038,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,16,12,N,"Developed, Medium Intensity
Developed, Open Space
Developed, High Intensity",,Late,0,7/23/2018,43.701032,-79.549473,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,nobody answered door
AS051,MW038,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,16,12,N,"Developed, Medium Intensity
Developed, Open Space
Developed, High Intensity",,Late,0,7/23/2018,43.701032,-79.549473,,,,,,,,,,,9/12/2018,N/A,N/A,N/A,N/A,0,N/A,0,nobody answered door
AS052,MW039,1,0,0,0,0,0,0,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,10000,480,N,"Developed, Medium Intensity
Developed, High Intensity",Spread throughout industrial mall area.,Early-Late,0,7/23/2018,43.701432,-79.56251,,,,,,,,,,,9/12/2018,78,1,3,yes,1,yes,1,Sampled plants growing along ditch adjacent to Ronson Dr 
AS052,MW039,2,3,0,3,2,3,1,No third inflorescence,No third inflorescence,No third inflorescence,10000,480,N,"Developed, Medium Intensity
Developed, High Intensity",Spread throughout industrial mall area.,Early-Late,0,7/23/2018,43.701432,-79.56251,,,,,,,,,,,9/12/2018,94,3,6,yes,1,yes,1,Sampled plants growing along ditch adjacent to Ronson Dr 
AS052,MW039,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10000,480,N,"Developed, Medium Intensity
Developed, High Intensity",Spread throughout industrial mall area.,Early-Late,5,7/23/2018,43.701432,-79.56251,,,,,,,,,,,9/12/2018,102,5,4,yes,1,yes,1,Sampled plants growing along ditch adjacent to Ronson Dr 
AS052,MW039,4,0,0,0,1,No viable flower,No viable flower,No third inflorescence,No third inflorescence,No third inflorescence,10000,480,N,"Developed, Medium Intensity
Developed, High Intensity",Spread throughout industrial mall area.,Early-Late,0,7/23/2018,43.701432,-79.56251,,,,,,,,,,,9/12/2018,131,9,3,yes,1,yes,1,Sampled plants growing along ditch adjacent to Ronson Dr 
AS052,MW039,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10000,480,N,"Developed, Medium Intensity
Developed, High Intensity",Spread throughout industrial mall area.,Early-Late,1,7/23/2018,43.701432,-79.56251,,,,,,,,,,,9/12/2018,98,4,3,yes,1,yes,1,Sampled plants growing along ditch adjacent to Ronson Dr 
AS053,MW040,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,150,N,"Cropland
Grassland/Herbaceous
Developed, Medium Intensity",ROW near urban garden. Many young plants. Near Stoffel Drive Allotments.,Late,5,7/23/2018,43.690086,-79.572325,,,,,,,,,,,9/12/2018,85,1,2,yes,1,yes,1,
AS053,MW040,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,150,N,"Cropland
Grassland/Herbaceous
Developed, Medium Intensity",ROW near urban garden. Many young plants. Near Stoffel Drive Allotments.,Late,0,7/23/2018,43.690086,-79.572325,,,,,,,,,,,9/12/2018,62,1,1,yes,1,yes,1,
AS053,MW040,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,2000,150,N,"Cropland
Grassland/Herbaceous
Developed, Medium Intensity",ROW near urban garden. Many young plants. Near Stoffel Drive Allotments.,Late,0,7/23/2018,43.690086,-79.572325,,,,,,,,,,,9/12/2018,82,6,2,yes,1,yes,1,
AS053,MW040,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,150,N,"Cropland
Grassland/Herbaceous
Developed, Medium Intensity",ROW near urban garden. Many young plants. Near Stoffel Drive Allotments.,Late,0,7/23/2018,43.690086,-79.572325,,,,,,,,,,,9/12/2018,69,2,1,yes,1,yes,1,
AS053,MW040,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,150,N,"Cropland
Grassland/Herbaceous
Developed, Medium Intensity",ROW near urban garden. Many young plants. Near Stoffel Drive Allotments.,Late,10,7/23/2018,43.690086,-79.572325,,,,,,,,,,,9/12/2018,96,1,3,yes,1,yes,1,
AS054,MW041,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,50,5,N,"Developed, Open Space
Developed, Medium Intensity
Developed, High Intensity",No inflorescences; hard to tell age of plants.,Not sure,0,7/23/2018,43.675131,-79.571575,,,,,,,,,,,9/12/2018,125,10,4,yes,1,yes,1,"plants 1, 2, 3 < 3m apart. Climbed down into grassy area behind school, accessed through park."
AS054,MW041,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,50,5,N,"Developed, Open Space
Developed, Medium Intensity
Developed, High Intensity",No inflorescences; hard to tell age of plants.,Not sure,0,7/23/2018,43.675131,-79.571575,,,,,,,,,,,9/12/2018,123,5,5,yes,1,yes,1,"plants 1, 2, 3 < 3m apart. Climbed down into grassy area behind school, accessed through park."
AS054,MW041,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,50,5,N,"Developed, Open Space
Developed, Medium Intensity
Developed, High Intensity",No inflorescences; hard to tell age of plants.,Not sure,0,7/23/2018,43.675131,-79.571575,,,,,,,,,,,9/12/2018,75,0,0,yes,1,no,0,"plants 1, 2, 3 < 3m apart. Climbed down into grassy area behind school, accessed through park."
AS054,MW041,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,50,5,N,"Developed, Open Space
Developed, Medium Intensity
Developed, High Intensity",No inflorescences; hard to tell age of plants.,Not sure,0,7/23/2018,43.675131,-79.571575,,,,,,,,,,,9/12/2018,61,0,0,yes,1,no,0,"plants 4, 5 < 3m apart. Climbed down into grassy area behind school, accessed through park."
AS054,MW041,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,50,5,N,"Developed, Open Space
Developed, Medium Intensity
Developed, High Intensity",No inflorescences; hard to tell age of plants.,Not sure,0,7/23/2018,43.675131,-79.571575,,,,,,,,,,,9/12/2018,77,0,1,yes,1,no,0,"plants 4, 5 < 3m apart. Climbed down into grassy area behind school, accessed through park."
AS055,MW042,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10,11,N,"Developed, Medium Intensity",,Mid-Late,0,7/23/2018,43.664067,-79.577284,,,,,,,,,,,9/12/2018,84,7,4,yes,1,yes,1,"plants 1,2 are 3 m apart from plants 4, 5 but otherwise all are < 3m apart"
AS055,MW042,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10,11,N,"Developed, Medium Intensity",,Mid-Late,0,7/23/2018,43.664067,-79.577284,,,,,,,,,,,9/12/2018,106,7,10,yes,1,yes,1,"plants 1,2 are 3 m apart from plants 4, 5 but otherwise all are < 3m apart"
AS055,MW042,3,0,0,0,0,4,0,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,10,11,N,"Developed, Medium Intensity",,Mid-Late,7,7/23/2018,43.664067,-79.577284,,,,,,,,,,,9/12/2018,73,0,0,yes,1,no,0,"plants 1,2 are 3 m apart from plants 4, 5 but otherwise all are < 3m apart"
AS055,MW042,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,10,11,N,"Developed, Medium Intensity",,Mid-Late,7,7/23/2018,43.664067,-79.577284,,,,,,,,,,,9/12/2018,96,0,0,yes,1,no,0,"plants 1,2 are 3 m apart from plants 4, 5 but otherwise all are < 3m apart"
AS055,MW042,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,10,11,N,"Developed, Medium Intensity",,Mid-Late,0,7/23/2018,43.664067,-79.577284,,,,,,,,,,,9/12/2018,102,0,0,yes,1,no,0,"plants 1,2 are 3 m apart from plants 4, 5 but otherwise all are < 3m apart"
AS056,MW043,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4800,102,N,"Scrub/Shrub
Deciduous Forest
Developed, Low Intensity",Ash swamp (lowland). Lateral population spread along roadside.,Late,0,7/24/2018,43.32296,-80.038276,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue."
AS056,MW043,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,4800,102,N,"Scrub/Shrub
Deciduous Forest
Developed, Low Intensity",Ash swamp (lowland). Lateral population spread along roadside.,Late,0,7/24/2018,43.32296,-80.038276,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue."
AS056,MW043,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4800,102,N,"Scrub/Shrub
Deciduous Forest
Developed, Low Intensity",Ash swamp (lowland). Lateral population spread along roadside.,Late,0,7/24/2018,43.32296,-80.038276,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue."
AS056,MW043,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4800,102,N,"Scrub/Shrub
Deciduous Forest
Developed, Low Intensity",Ash swamp (lowland). Lateral population spread along roadside.,Late,0,7/24/2018,43.32296,-80.038276,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue."
AS056,MW043,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4800,102,N,"Scrub/Shrub
Deciduous Forest
Developed, Low Intensity",Ash swamp (lowland). Lateral population spread along roadside.,Late,0,7/24/2018,43.32296,-80.038276,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue."
AS057,MW044,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,450,17,N,"Developed, Medium Intensity",,Early-Middle,0,7/24/2018,43.330042,-79.995566,,,,,,,,,,,9/14/2018,103,0,0,yes,1,no,0,"May have been mown; didn't see site originally so hard to say, but only found 4 plants; plants less than 3 m apart"
AS057,MW044,2,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,450,17,N,"Developed, Medium Intensity",,Early-Middle,0,7/24/2018,43.330042,-79.995566,,,,,,,,,,,9/14/2018,60,0,0,yes,1,no,0,"May have been mown; didn't see site originally so hard to say, but only found 4 plants; plants less than 3 m apart"
AS057,MW044,3,0,1,0,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,450,17,N,"Developed, Medium Intensity",,Early-Middle,0,7/24/2018,43.330042,-79.995566,,,,,,,,,,,9/14/2018,44,0,0,yes,1,no,0,"May have been mown; didn't see site originally so hard to say, but only found 4 plants; plants less than 3 m apart"
AS057,MW044,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,450,17,N,"Developed, Medium Intensity",,Early-Middle,0,7/24/2018,43.330042,-79.995566,,,,,,,,,,,9/14/2018,34,0,0,yes,1,no,0,"May have been mown; didn't see site originally so hard to say, but only found 4 plants; plants less than 3 m apart"
AS057,MW044,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,450,17,Y,"Developed, Medium Intensity",,Early-Middle,0,7/24/2018,43.330042,-79.995566,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"May have been mown; didn't see site originally so hard to say, but only found 4 plants; plants less than 3 m apart"
AS058,MW045,1,1,2,3,3,3,3,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,430,50,N,"Cropland
Developed, Low Intensity
Developed, Medium Intensity",ROW within 200m,Early-Late,0,7/24/2018,43.335538,-79.962974,,,,,,,,,,,9/14/2018,124,8,3,yes,1,yes,1,"All seeds completely white/unripe, but collected anyway. Plants all less than 3 m apart"
AS058,MW045,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,430,50,N,"Cropland
Developed, Low Intensity
Developed, Medium Intensity",ROW within 200m,Early-Late,5,7/24/2018,43.335538,-79.962974,,,,,,,,,,,9/14/2018,117,0,0,yes,1,no,0,"All seeds completely white/unripe, but collected anyway. Plants all less than 3 m apart"
AS058,MW045,3,1,1,3,3,4,4,0,0,0,430,50,N,"Cropland
Developed, Low Intensity
Developed, Medium Intensity",ROW within 200m,Early-Late,0,7/24/2018,43.335538,-79.962974,,,,,,,,,,,9/14/2018,101,6,2,yes,1,yes,1,"All seeds completely white/unripe, but collected anyway. Plants all less than 3 m apart"
AS058,MW045,4,0,0,0,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,430,50,N,"Cropland
Developed, Low Intensity
Developed, Medium Intensity",ROW within 200m,Early-Late,0,7/24/2018,43.335538,-79.962974,,,,,,,,,,,9/14/2018,85,0,0,yes,1,no,0,"All seeds completely white/unripe, but collected anyway. Plants all less than 3 m apart"
AS058,MW045,5,1,1,2,4,3,2,3,4,4,430,50,N,"Cropland
Developed, Low Intensity
Developed, Medium Intensity",ROW within 200m,Early-Late,0,7/24/2018,43.335538,-79.962974,,,,,,,,,,,9/14/2018,123,7,4,yes,1,yes,1,"All seeds completely white/unripe, but collected anyway. Plants all less than 3 m apart"
AS059,MW046,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,6000,430,N,"Grassland/Herbaceous
Developed, Medium Intensity
Developed, High Intensity",Population extends from 930 Hwy 6 to Petro Canada,Early-Late,4,7/24/2018,43.343046,-79.959704,,,,,,,,,,,9/14/2018,160,6,2,yes,1,yes,1, Plants less than 3 m apart
AS059,MW046,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,6000,430,N,"Grassland/Herbaceous
Developed, Medium Intensity
Developed, High Intensity",Population extends from 930 Hwy 6 to Petro Canada,Early-Late,15,7/24/2018,43.343046,-79.959704,,,,,,,,,,,9/14/2018,166,5,5,yes,1,yes,1, Plants less than 3 m apart
AS059,MW046,3,3,1,4,3,5,4,2,2,2,6000,430,N,"Grassland/Herbaceous
Developed, Medium Intensity
Developed, High Intensity",Population extends from 930 Hwy 6 to Petro Canada,Early-Late,0,7/24/2018,43.343046,-79.959704,,,,,,,,,,,9/14/2018,150,2,4,yes,1,yes,1, Plants less than 3 m apart
AS059,MW046,4,0,1,0,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,6000,430,N,"Grassland/Herbaceous
Developed, Medium Intensity
Developed, High Intensity",Population extends from 930 Hwy 6 to Petro Canada,Early-Late,0,7/24/2018,43.343046,-79.959704,,,,,,,,,,,9/14/2018,170,6,4,yes,1,yes,1, Plants less than 3 m apart
AS059,MW046,5,1,No viable flower,No viable flower,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,6000,430,N,"Grassland/Herbaceous
Developed, Medium Intensity
Developed, High Intensity",Population extends from 930 Hwy 6 to Petro Canada,Early-Late,0,7/24/2018,43.343046,-79.959704,,,,,,,,,,,9/14/2018,155,8,5,yes,1,yes,1, Plants less than 3 m apart
AS060,MW047,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,240,N,"Cropland
Developed, Medium Intensity",,Late,6,7/24/2018,43.519441,-79.750471,,,,,,,,,,,9/14/2018,90,3,3,yes,1,yes,1,All accessible plants had lost topmost leaves; took leaf sample from highest leaf. Remaining leaves very yellow 
AS060,MW047,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,240,N,"Cropland
Developed, Medium Intensity",,Late,0,7/24/2018,43.519441,-79.750471,,,,,,,,,,,9/14/2018,71,1,2,yes,1,yes,1,All accessible plants had lost topmost leaves; took leaf sample from highest leaf. Remaining leaves very yellow 
AS060,MW047,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,240,N,"Cropland
Developed, Medium Intensity",,Late,1,7/24/2018,43.519441,-79.750471,,,,,,,,,,,9/14/2018,104,7,5,yes,1,yes,1,All accessible plants had lost topmost leaves; took leaf sample from highest leaf. Remaining leaves very yellow 
AS060,MW047,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2000,240,N,"Cropland
Developed, Medium Intensity",,Late,3,7/24/2018,43.519441,-79.750471,,,,,,,,,,,9/14/2018,81,4,5,yes,1,yes,1,All accessible plants had lost topmost leaves; took leaf sample from highest leaf. Remaining leaves very yellow 
AS060,MW047,5,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,2000,240,N,"Cropland
Developed, Medium Intensity",,Late,1,7/24/2018,43.519441,-79.750471,,,,,,,,,,,9/14/2018,82,5,5,yes,1,yes,1,All accessible plants had lost topmost leaves; took leaf sample from highest leaf. Remaining leaves very yellow 
AS061,MW048,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1,1,N,Scrub/Shrub,ROW within 200m. Plant 300m west of hwy 407.,Late,1,7/24/2018,43.530493,-79.738194,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,Couldn't find plant; didn't visit site originally so maybe just missed it
AS062,MW049,1,1,4,3,3,0,0,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,40,72,N,"Developed, Open Space
Developed, High Intensity
Cropland
Barren Land",Property to be developed soon. At stoplight corner. Many Tetraopes and bees seen.,Early-Late,8,7/24/2018,43.534939,-79.732912,,,,,,,,,,,9/14/2018,92,4,4,yes,1,yes,1,"Some pods not ripe (but seed collected was red). Plants quite closely clustered, tried to take from plants furthest apart from each other. ~1-2m apart"
AS062,MW049,2,1,1,1,4,3,3,2,0,3,40,72,N,"Developed, Open Space
Developed, High Intensity
Cropland
Barren Land",Property to be developed soon. At stoplight corner. Many Tetraopes and bees seen.,Early-Late,0,7/24/2018,43.534939,-79.732912,,,,,,,,,,,9/14/2018,102,15,8,yes,1,yes,1,"Some pods not ripe (but seed collected was red). Plants quite closely clustered, tried to take from plants furthest apart from each other. ~1-2m apart"
AS062,MW049,3,5,4,5,3,2,2,3,3,3,40,72,N,"Developed, Open Space
Developed, High Intensity
Cropland
Barren Land",Property to be developed soon. At stoplight corner. Many Tetraopes and bees seen.,Early-Late,0,7/24/2018,43.534939,-79.732912,,,,,,,,,,,9/14/2018,93,9,6,yes,1,yes,1,"Some pods not ripe (but seed collected was red). Plants quite closely clustered, tried to take from plants furthest apart from each other. ~1-2m apart"
AS062,MW049,4,5,5,5,3,0,2,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,40,72,N,"Developed, Open Space
Developed, High Intensity
Cropland
Barren Land",Property to be developed soon. At stoplight corner. Many Tetraopes and bees seen.,Early-Late,0,7/24/2018,43.534939,-79.732912,,,,,,,,,,,9/14/2018,96,7,6,yes,1,yes,1,"Some pods not ripe (but seed collected was red). Plants quite closely clustered, tried to take from plants furthest apart from each other. ~1-2m apart"
AS062,MW049,5,0,0,No viable flower,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,40,72,N,"Developed, Open Space
Developed, High Intensity
Cropland
Barren Land",Property to be developed soon. At stoplight corner. Many Tetraopes and bees seen.,Early-Late,0,7/24/2018,43.534939,-79.732912,,,,,,,,,,,9/14/2018,86,9,6,yes,1,yes,1,"Some pods not ripe (but seed collected was red). Plants quite closely clustered, tried to take from plants furthest apart from each other. ~1-2m apart"
AS063,MW050,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,60,N,"Grassland/Herbaceous
Developed, High Intensity",Weevils seen and captured.,Early-Late,4,7/24/2018,43.535065,-79.721652,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue/seed."
AS063,MW050,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,1000,60,N,"Grassland/Herbaceous
Developed, High Intensity",Weevils seen and captured.,Early-Late,12,7/24/2018,43.535065,-79.721652,,,,,,,,,,,9/14/2018,N/A,N/A,N/A,N/A,0,N/A,0,"Couldn't find site; was a site I didn't see originally, so likely just missed it. Might want to revisit if want more tissue/seed."
